,Campaign,Regular Giving: Card Id Mundipagg,Regular Giving: Customer Id Mundipagg,Amount Currency,Amount,Close Date,Stage,Created Date,Account ID,One-2-One Object Id,Opportunity & Gift ID,Regular Giving: Record ID
64,Direct Dialogue - 2019 - Travel Team RJ - August,card_Jn7NpyXTqPhLkvdY,cus_B5P2X4YsY3I9v20D,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002saFQn,0031Y00005ozCUd,0061Y00000pej0H,a0D1Y0000127DrV
65,Direct Dialogue - 2019 - Travel Team SP - August,card_pMO9vZqhwTj190q2,cus_45OEx7XImc3MpGe0,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002saHmk,0031Y00005ozFDw,0061Y00000pej1M,a0D1Y0000127F1b
66,Direct Dialogue - 2019 - Travel Team SP - January,card_KnpmrpDcDtgVRbq9,cus_ADJb3e0HOGsOYkOR,BRL,45,2020-02-28,Failed,2019-09-28,0011Y00002ipEWu,0031Y00005a7g2O,0061Y00000pejQ3,a0D1Y00000yJveK
67,Telephone - 2018 - Cyber - Antártida - Flex - Novembro,card_kvelaOEtJFB257Pw,cus_GmqJGros29skN6p0,BRL,22,2020-02-28,Failed,2019-09-27,0011Y00002cPr7x,0031Y00005R3InH,0061Y00000pehcy,a0D1Y00000xuAkt
68,Direct Dialogue - 2017 - Travel Team RJ - November,card_3PevXdZSXu2qvOE8,cus_YgKJBZHGEFgYJWyb,BRL,42,2020-02-28,Failed,2019-09-28,0011Y00002NyO0c,0031Y00004uDUtH,0061Y00000peisy,a0D1Y00000wuDJj
69,Direct Dialogue - 2019 - Street - Rio - July,card_w25mzBkDUBCK1nEQ,cus_Dwel5ZmcrRtv3AbY,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002sXpSG,0031Y00005ne4bn,0061Y00000peitv,a0D1Y000010BzYY
70,Direct Dialogue - 2019 - Travel Team RJ - August,card_qoLEme5F6JuwEJ6N,cus_YW082b5UExUYL8dJ,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002saSS3,0031Y00005ozTkK,0061Y00000peiis,a0D1Y0000127MEh
71,Direct Dialogue - 2019 - Street - Rio - August,card_PQb2vkBiJrTbWnrD,cus_RmMqezyt9wiwPvL1,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002saSSf,0031Y00005ozTl1,0061Y00000peiit,a0D1Y0000127MEk
72,Direct Dialogue - 2018 - Travel Team RJ - August,card_Wa8AEPg4T9iodBob,cus_B8oJrk6WIefx05gZ,BRL,42,2020-02-28,Failed,2019-09-28,0011Y00002bm1XI,0031Y00005OJAzG,0061Y00000peijm,a0D1Y00000xhtmD
73,Reactivation - 2019 - Hard - Agosto - Action,card_ywjGkLLszjtZEPpb,cus_39P8gZPcjQHwxydQ,BRL,25,2020-02-28,Failed,2019-09-28,0011Y00002SvVPB,0031Y000056vdQp,0061Y00000peiqy,a0D1Y0000128k7u
74,Reactivation - 2019 - Hard - Agosto - Action,card_ND4ojxfkwhD28O2n,cus_Qy69REQiEs11R3X0,BRL,25,2020-02-28,Failed,2019-09-28,0011Y00002LyOcd,0031Y00004vsAoE,0061Y00000peiqz,a0D1Y0000128k7z
75,Direct Dialogue - 2019 - Venues & InCompany - August Digitalks,card_YB1paawh2RurpLRM,cus_Dw8ZbD5hB0SbJVE9,BRL,50,2020-02-28,Failed,2019-09-28,0011Y00002saFRL,0031Y00005ozCVD,0061Y00000pej0Q,a0D1Y0000127Drt
76,Direct Dialogue - 2018 - Travel Team SP - January,card_aEqpgKLHkMtdp5Qe,cus_21lo8JEUvLHywKLg,BRL,45,2020-02-28,Failed,2019-09-28,0011Y00002Rgijy,0031Y00004vtkaH,0061Y00000pejWr,a0D1Y00000wBAfx
77,Telephone - 2019 - Listas - SJ 2019 35+ - Flex - Janeiro,card_edvKyNWQsVf362Po,cus_2pZB1GLtlC4WK0Jx,BRL,20,2020-02-28,Failed,2019-09-28,0011Y00002iomQ9,0031Y00005a71B2,0061Y00000peivN,a0D1Y00000yJcB7
78,Telephone - 2019 - Filiados - Abelhas - Flex - Junho,card_jqdVnawiVUG29Obk,cus_QjZmY07tNrCBvDxy,BRL,60,2020-02-28,Failed,2019-09-28,0011Y00002rOINh,0031Y00005lUdht,0061Y00000pejH1,a0D1Y000010QCLj
79,Direct Dialogue - 2019 - Street - São Paulo - February,card_9Y1Z12kCd3h7g5m8,cus_nAokraGhNKs0D2Rd,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002ir382,0031Y00005dwh82,0061Y00000pejL5,a0D1Y00000yL9iZ
80,Direct Dialogue - 2019 - Street - Rio - August,card_1dEaZb6sQxSKZvJB,cus_G4PlgLDridH3gME5,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002saI1W,0031Y00005ozFUZ,0061Y00000pej0W,a0D1Y0000127F8c
81,Direct Dialogue - 2019 - Travel Team SP - August,card_N3yx1zIpbFNaEARb,cus_4OrK4mFqMCwBA9me,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002saHqE,0031Y00005ozFHk,0061Y00000pej1X,a0D1Y0000127F3E
82,Direct Dialogue - 2019 - Venues & InCompany - August Melixp,card_kyQ2v4Ws7GIkaox1,cus_WQZEbMGc7rHwmnXk,BRL,50,2020-02-28,Failed,2019-09-28,0011Y00002saMqj,0031Y00005ozM4x,0061Y00000peip0,a0D1Y0000127IiG
83,Direct Dialogue - 2019 - Street - Rio - August,card_4p2DgZEFOxTRVnyl,cus_go4Zx9wTMaiPzGza,BRL,40,2020-02-28,Failed,2019-09-28,001i000001xeRQF,003i0000042wFyE,0061Y00000pej41,a0D1Y0000127VJY
84,Direct Dialogue - 2019 - Street - Rio - July,card_QjVJMwnHjS5elp1G,cus_DK8AOZHrBUoKegbV,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002qubQj,0031Y00005ndEdV,0061Y00000pei8z,a0D1Y000010Biix
85,Direct Dialogue - 2019 - Travel Team SP - June,card_32Arla4cDRu4p0av,cus_OD0YQ0CA0SRBgJBq,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002rOJgx,0031Y00005lUfGy,0061Y00000pejH6,a0D1Y000010QCyc
86,Direct Dialogue - 2019 - Travel Team RJ - June,card_BV3z0kbUBYfPA864,cus_DbvAXGgfYru67nLk,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002rOKwa,0031Y00005lUgrh,0061Y00000pej8C,a0D1Y000010QDa2
87,Direct Dialogue - 2019 - Travel Team SP - May,card_MRQxgzYcdgH5rgz5,cus_vBnAkeWuXcyl1bm5,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002pebJX,0031Y00005lR6vo,0061Y00000pejMQ,a0D1Y000010OhUe
88,Telephone - 2019 - Filiados - Florestas - Actual - Flex - Abril,card_Z9dGDW3FPwIVXWoj,cus_0BD8xkzigcN9L5Md,BRL,25,2020-02-28,Failed,2019-09-28,0011Y00002peT66,0031Y00005lQw3e,0061Y00000pejMT,a0D1Y00000zW5ji
89,Direct Dialogue - 2019 - Street - Rio - May,card_OzXg7xBFEHODb0oK,cus_kGpmedZuPIXKJD6j,BRL,40,2020-02-28,Failed,2019-09-28,0011Y00002peUfh,0031Y00005lQxpF,0061Y00000pejGO,a0D1Y00000zW6OW
90,Direct Dialogue - 2019 - Street - Rio - September,card_eY60OZmInhMO27ag,cus_x8LjGaF3MIAA1lWJ,BRL,40,2020-02-28,Failed,2019-09-20,0011Y00002uFGIb,0031Y00005qmqlP,0061Y00000peFqe,a0D1Y0000128OD3
91,Supporter Care - 2017 - Recapture Soft - Outubro 1,card_D8XoxZ3S8CrNK3w1,cus_KQqJ9Ddi4zfAQNR5,BRL,10,2020-02-28,Failed,2019-09-19,001i000000LW88E,003i000000H0BUq,0061Y00000peEPp,a0D1Y00000wX5bu
92,Direct Dialogue - 2018 - Travel Team SP - June,card_Y86L7lwH7sW3BwoQ,cus_6Q9kvM2ha4HV8yzJ,BRL,42,2020-02-28,Failed,2019-09-19,0011Y00002YBj39,0031Y00005GX7Qn,0061Y00000peEJ4,a0D1Y00000xZg7A
93,Direct Dialogue - 2019 - Street - São Paulo - September,card_D6xY7g8iVkuXJYym,cus_n0OkVGyFo6SBqlgB,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uF7c7,0031Y00005qmglu,0061Y00000peBgy,a0D1Y0000128Kb2
94,Direct Dialogue - 2019 - Venues & InCompany - June,card_94jqEokCOaiA12Wr,cus_2O6yPkEQFgCm05jz,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002pgEa9,0031Y00005lTLeK,0061Y00000peEWS,a0D1Y000010Pl21
95,Direct Dialogue - 2019 - Street - São Paulo - June,card_97lEw4mh9eCeQdVD,cus_VKOvRlOCNzSpgrp5,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002pgDwE,0031Y00005lTKoV,0061Y00000peEWX,a0D1Y000010Pkk2
96,Direct Dialogue - 2019 - Street - São Paulo - September,card_p4Y3DaWTObcM8NoO,cus_09vQylXt9s7py6pO,BRL,40,2020-02-28,Failed,2019-09-20,0011Y00002uFGIt,0031Y00005qmqlc,0061Y00000peFrr,a0D1Y0000128ODD
97,Direct Dialogue - 2019 - Travel Team SP - June,card_KGQxN2lH7vHWYx6q,cus_yG2BklKTYLijDWgz,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002pg8nm,0031Y00005lTDv0,0061Y00000peEKy,a0D1Y000010Ph48
98,Direct Dialogue - 2019 - Street - São Paulo - July,card_loYp95mTDHB19QNL,cus_350ELoPsoIBp4nrw,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uF9J8,0031Y00005qmif3,0061Y00000peCj9,a0D1Y0000128LCn
99,Prompted - 2019 - Recapture Soft - Abril,card_NdBwBMWcbHj07rOP,cus_wGqX3lZToC2NegMR,BRL,20,2020-02-28,Failed,2019-09-19,0011Y00002RjKJp,0031Y000056tPsE,0061Y00000peESK,a0D1Y00000zTztg
100,Direct Dialogue - 2019 - Street - Rio - June,card_0aWd9wXI05UOyjme,cus_279gB1vSpQS17Lxv,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002pgDvt,0031Y00005lTKoA,0061Y00000peEWi,a0D1Y000010Pkjm
101,Direct Dialogue - 2019 - Travel Team SP - September,card_O0l2kR3uqJfn6dLk,cus_ebPx9vRBtjuj9OWB,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uF9J9,0031Y00005qmif4,0061Y00000peCjC,a0D1Y0000128LCo
102,Reactivation - 2019 - Soft - Março,card_eP8morNU8XIB0x07,cus_D1qaZvRcluypZgw3,BRL,25,2020-02-28,Failed,2019-09-19,0011Y00002ZXjpX,0031Y00005JqYuV,0061Y00000peEK4,a0D1Y00000zH8Qf
103,Direct Dialogue - 2019 - Travel Team SP - April,card_B2vXqyNTAouvXyGn,cus_46XRZJLCW9uPkR95,BRL,10,2020-02-28,Failed,2019-09-19,0011Y00002nFgPn,0031Y00005jYsdY,0061Y00000peESM,a0D1Y00000zUcka
104,Direct Dialogue - 2019 - Travel Team SP - March,card_zjeglZ3wUeTvQKno,cus_KoG0bnQtd6tYpX2Y,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002lMIno,0031Y00005gppk6,0061Y00000peEVE,a0D1Y00000zGKRa
105,Direct Dialogue - 2018 - Street - Rio - September,card_mrlQ9Mziyu6AQXW2,cus_ZkJ93pbSKGCwdVOa,BRL,42,2020-02-28,Failed,2019-09-19,0011Y00002bnTA6,0031Y00005OKSim,0061Y00000peEZG,a0D1Y00000xiafK
106,Telephone - 2019 - Filiados - Abelhas - Flex - Junho,card_M7DoQY6sNEU1ojpz,cus_RgpZPWruJ6fWD9j7,BRL,25,2020-02-28,Failed,2019-09-19,0011Y00002quMYF,0031Y00005ncrEo,0061Y00000peERW,a0D1Y000010BYWa
107,Direct Dialogue - 2019 - Street - São Paulo - June,card_Jlab4EvLH9Cznw5v,cus_wAnKJ8Qu5eSr8BZy,BRL,45,2020-02-28,Failed,2019-09-19,0011Y00002pgCgL,0031Y00005lTJQw,0061Y00000peEXJ,a0D1Y000010PkFX
108,Direct Dialogue - 2019 - Travel Team SP - July,card_BZGxR17HRUQ4mJAp,cus_YeMkLBMdHlFxWgZq,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002quLMO,0031Y00005ncpqC,0061Y00000peEL8,a0D1Y000010BY4P
109,Direct Dialogue - 2019 - Street - Rio - August,card_OojWDPVF9FoEWqXQ,cus_yZpXqdWiAsRrYJjn,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002sZY4l,0031Y00005oyGUs,0061Y00000peETc,a0D1Y0000126hQP
110,Direct Dialogue - 2019 - Travel Team SP - March,card_6AaWgEMuVqI7kwP8,cus_LdJW7MEH86iRKaY7,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002lMKVH,0031Y00005gpreM,0061Y00000peEXa,a0D1Y00000zGL6p
111,Direct Dialogue - 2017 - Street - São Paulo - September,card_oP25zEqFapu7zLZM,cus_j14Xv8GUdviMa69z,BRL,22,2020-02-28,Failed,2019-10-05,0011Y00002KqgWO,0031Y00004qc5IF,0061Y00000pf8vl,a0D1Y00000wVZj2
112,Direct Dialogue - 2019 - Street - São Paulo - September,card_r31j1MFzJHqZjVnB,cus_rywQ3jrTnPsj3Opq,BRL,45,2020-02-28,Failed,2019-09-19,0011Y00002uF7bI,0031Y00005qmgl2,0061Y00000peBdZ,a0D1Y0000128KaI
113,Telephone - 2019 - Filiados - Florestas - Uranet - Setembro,card_8O02QocyKSe9WAkv,cus_gEvz1mdtVIyYz8lk,BRL,60,2020-02-28,Failed,2019-09-19,0011Y00002uFAW2,0031Y00005qmk2Z,0061Y00000peDfv,a0D1Y0000128LlG
114,Telephone - 2018 - Reativação Anual - B1,card_GRAnWYXiOlhlL2pj,cus_XkLp01xcgxhrkE8b,BRL,10,2020-02-28,Failed,2019-09-19,001i0000025O9OO,003i000004NXV6M,0061Y00000peEPc,a0D1Y00000xSgUi
115,Direct Dialogue - 2018 - Travel Team SP - August,card_eJxwAdbiajT6qZGL,cus_AjmDdlIM8U8LDJX2,BRL,20,2020-02-28,Failed,2019-09-19,0011Y00002ZaAKz,0031Y00005Jslg2,0061Y00000peE8n,a0D1Y00000xh2g8
116,Direct Dialogue - 2019 - Travel Team SP - September,card_72kQJBVtOxcYQEgd,cus_a7p6QA3OsVtjoKJZ,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uF9Hl,0031Y00005qmidh,0061Y00000peCf6,a0D1Y0000128LBz
117,Direct Dialogue - 2019 - Street - São Paulo - September,card_NwQ3yODhri55d0rV,cus_mO4GrymTvYsqrL7A,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uFAW8,0031Y00005qmk2f,0061Y00000peDg4,a0D1Y0000128LlJ
118,Direct Dialogue - 2019 - Street - Rio - July,card_5Yq24ZQKfvUJWMAZ,cus_DayQLPCEytKeQKJN,BRL,40,2020-02-28,Failed,2019-10-05,0011Y00002qswQ1,0031Y00005lti5t,0061Y00000pf8eP,a0D1Y000010AplB
119,Direct Dialogue - 2019 - Street - São Paulo - September,card_go3qEydfM1FNxya9,cus_jwNxYDdBhVsvYzWq,BRL,40,2020-02-28,Failed,2019-09-20,0011Y00002uFHdy,0031Y00005qmsPL,0061Y00000peGog,a0D1Y0000128On8
120,Direct Dialogue - 2019 - Street - São Paulo - July,card_ANQzZqDQs2SVMGwB,cus_jP1nY8uD7HLKeEQW,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002quLN7,0031Y00005ncprA,0061Y00000peELE,a0D1Y000010BY4f
121,Direct Dialogue - 2019 - Street - São Paulo - July,card_l2QDzQ3TENCLY1KN,cus_rEwo4lJUWgt33oXG,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002quLNA,0031Y00005ncprD,0061Y00000peELG,a0D1Y000010BY4i
122,Direct Dialogue - 2019 - Street - Rio - September,card_ZyJXp6vTdGCNpo2K,cus_3Gq0XDmUdOtz2kKL,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uFAW9,0031Y00005qmk2g,0061Y00000peDg7,a0D1Y0000128LlK
123,Direct Dialogue - 2019 - Travel Team SP - June,card_1mvQyX9UdNCdnr94,cus_6nqo2kXfAuOr71yN,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002pgBW2,0031Y00005lTI2F,0061Y00000peEZa,a0D1Y000010Pji1
124,Direct Dialogue - 2019 - Street - São Paulo - February,card_4zkoNbcpvSOpomB1,cus_dJKqkX1F0c8j7vBX,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002irASE,0031Y00005dwnJd,0061Y00000peEXs,a0D1Y00000yLDUv
125,Direct Dialogue - 2019 - Street - Rio - September,card_d6aRkNuqQCgdwBLq,cus_DLnW5reI9uXlo0AR,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002uFAWL,0031Y00005qmk2s,0061Y00000peDhB,a0D1Y0000128Llb
126,Direct Dialogue - 2019 - Travel Team SP - August,card_kEQpwnJKtoFmwYnO,cus_DlW0VOtdBH2OApL4,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002sZWP6,0031Y00005oyEfQ,0061Y00000peE5R,a0D1Y0000126fFf
127,Direct Dialogue - 2019 - Street - Rio - September,card_qy5lqQjIdnT0lQpG,cus_JywWlaYi8mIYjK4X,BRL,40,2020-02-28,Failed,2019-09-20,0011Y00002uFHe0,0031Y00005qmsPN,0061Y00000peGos,a0D1Y0000128OnC
128,Telephone - 2019 - Filiados - Florestas - Uranet - Setembro,card_ZbKv9xwIGzC9kN0G,cus_5dO3XmniOfoQePR4,BRL,60,2020-02-28,Failed,2019-09-19,0011Y00002uF9Io,0031Y00005qmieo,0061Y00000peCj0,a0D1Y0000128LCk
129,Direct Dialogue - 2019 - Street - Rio - August,card_Mwl1O5ptkcl7ybp3,cus_yLMJpVYH6cBR9W2w,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002sZY2J,0031Y00005oyGSJ,0061Y00000peETL,a0D1Y0000126hOk
130,Direct Dialogue - 2019 - Travel Team SP - August,card_b9PDbZNtphGPDn23,cus_gQ2LMY1UdMf4kLdk,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002sZY2q,0031Y00005oyGSR,0061Y00000peETQ,a0D1Y0000126hPS
131,Telephone - 2019 - Filiados - Oceanos - Flex - Junho,card_eBGN8dOFRCdPJqmX,cus_3yzO8E4f0bcAjMQ1,BRL,30,2020-02-28,Failed,2019-09-19,0011Y00002pg8po,0031Y00005lTDwz,0061Y00000peEN2,a0D1Y000010Ph5T
132,Direct Dialogue - 2017 - Travel Team SP - November,card_Lkv4M8gI3Efvy5dB,cus_R275XaIlpSmmKZOL,BRL,40,2020-02-28,Failed,2019-09-19,0011Y00002Ktfvc,0031Y00004uCGnD,0061Y00000peENs,a0D1Y00000wtDHV
133,Telephone - 2019 - Orgânicos - Oceanos - Flex - Agosto,card_6d3MdjVTkgfRnebg,cus_DxWE4kyiWXIjZn1X,BRL,20,2020-02-28,Failed,2019-09-19,0011Y00002sZY4G,0031Y00005oyGUP,0061Y00000peETV,a0D1Y0000126hQ9
134,Direct Dialogue - 2019 - Street - Rio - September,card_1VdrjgkKCvcDjpkg,cus_Rn1Kq5bIv6f0Klqv,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbGeO,0031Y00005p0X8e,0061Y00000pfPFt,a0D1Y0000127oyw
135,Direct Dialogue - 2019 - Street - São Paulo - October,card_Wl8BPRpsLulvxa1R,cus_G32KAVjt1uJA0kQD,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHHE9,0031Y00005qos8V,0061Y00000pfMbN,a0D1Y0000129MUP
136,Telephone - 2019 - Orgânicos - Abelhas - Flex - Julho,card_oEazeypSdTnPK8Q6,cus_xAlrQxWFM0Fdn5yp,BRL,25,2020-02-28,Failed,2019-10-09,0011Y00002qt4a2,0031Y00005lttlC,0061Y00000pfPTx,a0D1Y000010AyAg
137,Direct Dialogue - 2018 - Street - São Paulo - October,card_xn1Dd6I3BcAP2w0d,cus_PYnR4bnheFW64y9a,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002cNNIV,0031Y00005R0fXj,0061Y00000pfPYf,a0D1Y00000xk7M7
138,Direct Dialogue - 2019 - Street - São Paulo - September,card_B4x749DSV8tW6KyP,cus_A3oKdy6cnHknOPR8,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbFrZ,0031Y00005p0WHI,0061Y00000pfPeC,a0D1Y0000127oa8
139,Supporter Care - 2017 - Recapture Recall - AGOSTO,card_8pLXbDYCPFvVrD3E,cus_zdX1wMzcvKf5D2EM,BRL,39,2020-02-28,Failed,2019-10-09,001i000001q85Vd,003i000003hiGIv,0061Y00000pfPSb,a0D1Y00000wuiiy
140,Telephone - 2019 - Orgânicos - Oceanos - Uranet - Outubro,card_yJvAenKYizIvPYLa,cus_Nw7naPLtJXT1og6V,BRL,60,2020-02-28,Failed,2019-10-09,0011Y00002uHIYD,0031Y00005qothi,0061Y00000pfNmt,a0D1Y0000129N7l
141,Telephone - 2019 - Orgânicos - Oceanos - Uranet - Outubro,card_EdbWzDJuqSdlr8AR,cus_57Lr34BFe5SPRQlN,BRL,60,2020-02-28,Failed,2019-10-09,0011Y00002uHJrN,0031Y00005qovAx,0061Y00000pfOqE,a0D1Y0000129NiI
142,Direct Dialogue - 2019 - Travel Team SP - October,card_GQDL0gYtXxi4xlYW,cus_1kYeO9JH0GH68Ll7,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHJv6,0031Y00005qovCZ,0061Y00000pfOso,a0D1Y0000129Nir
143,Direct Dialogue - 2019 - Street - São Paulo - September,card_5DBVddoHvEsrgVL2,cus_jd3KM5Wh6CjXK4By,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbFtQ,0031Y00005p0WJV,0061Y00000pfPFQ,a0D1Y0000127obY
144,Direct Dialogue - 2019 - Street - São Paulo - September,card_XgO40xv6UJHBnZVW,cus_1n6voYO7i3hawWbK,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbGeV,0031Y00005p0X8l,0061Y00000pfPFw,a0D1Y0000127ozD
145,Direct Dialogue - 2019 - Street - São Paulo - October,card_72p48X2lsQIOV0ZN,cus_jVm9vvGuZS3j9KGz,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHHEC,0031Y00005qos8Y,0061Y00000pfMbW,a0D1Y0000129MUS
146,Web - Cyber - Reefs,card_8rqBD4Nh1MC7keQp,cus_LgEPJ6pnI0tgoGxA,BRL,7,2020-02-28,Failed,2019-10-09,0011Y00002Surtr,0031Y000056vELc,0061Y00000pfPVn,a0D1Y00000xQaQM
147,Direct Dialogue - 2019 - Street - Rio - January,card_Ayb4w0BT70fJz2Y3,cus_AME52g5bT0F510bR,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002inTKe,0031Y00005a5dqT,0061Y00000pfPY2,a0D1Y00000yIoPG
148,Direct Dialogue - 2019 - Travel Team SP - January,card_L5PeEqInPCNqej19,cus_rZNkE3Oh03FgE9Ke,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002inTKh,0031Y00005a5dqW,0061Y00000pfPY3,a0D1Y00000yIoPJ
149,Direct Dialogue - 2019 - Street - Rio - January,card_o2OpPwf0rFKxj3ED,cus_54bg6zRfdTP6L3ar,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002inTKq,0031Y00005a5dqf,0061Y00000pfPY7,a0D1Y00000yIoPS
150,Direct Dialogue - 2019 - Street - Rio - May,card_mYx4KDDS3f7KkMDo,cus_QlrA7KpCLcNyBd0D,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002pdJbZ,0031Y00005jZulS,0061Y00000pfPIY,a0D1Y00000zVDPs
151,Web - Membership - Trackmob,card_Er51MGKuxvtkMxW2,cus_QrPmDzXFvIj1O0pl,BRL,25,2020-02-28,Failed,2019-10-09,0011Y00002cQIB0,0031Y00005R3Ygc,0061Y00000pfPa3,a0D1Y00000xuLwv
152,Direct Dialogue - 2018 - Street - São Paulo - April,card_z2yV5batNBUjx3ZA,cus_pdbD6G8IOHlmPxBk,BRL,42,2020-02-28,Failed,2019-10-09,0011Y00002U7ZAA,0031Y00005B9q5h,0061Y00000pfPa6,a0D1Y00000xRymf
153,Direct Dialogue - 2019 - Travel Team SP - September,card_3rGz91QUWFJ9yV4a,cus_yNAq1bjHD6S61d8z,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbCay,0031Y00005p0SKu,0061Y00000pfPcg,a0D1Y0000127nA2
154,Direct Dialogue - 2019 - Street - Rio - October,card_91egm1HL9hmDg7zO,cus_39wJB8PfbbhLBLnZ,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHIX7,0031Y00005qotgp,0061Y00000pfNlA,a0D1Y0000129N75
155,Direct Dialogue - 2018 - Travel Team SP - May,card_lQR8wXxHwhvAbLew,cus_lJykKbdLHeUpm60o,BRL,47,2020-02-28,Failed,2019-10-09,0011Y00002WAngV,0031Y00005BDeMa,0061Y00000pfPIw,a0D1Y00000xU9jI
156,Direct Dialogue - 2019 - Street - Rio - August,card_AQbm8BMZUAcQP3Dk,cus_Kmgv83ATeBhYjrzw,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002saOE0,0031Y00005ozNbD,0061Y00000pfPHE,a0D1Y0000127JSQ
157,Web - Membership - Trackmob,card_7OedKbliWh1mqpN8,cus_72864WvIrs80Eamd,BRL,35,2020-02-28,Failed,2019-10-10,0011Y00002uHKjy,0031Y00005qowF4,0061Y00000pfPjk,a0D1Y0000129O0O
158,Direct Dialogue - 2018 - Travel Team SP - October,card_arRmL5ycLI95715L,cus_qjVbnmgFd5CWNk1O,BRL,15,2020-02-28,Failed,2019-10-08,0011Y00002cN7pk,0031Y00005R0REE,0061Y00000pfLYe,a0D1Y00000xjvJW
159,Telephone - 2019 - Orgânicos - Florestas - Flex - Agosto,card_vQDN18WCjhZk98K0,cus_8Qd6VZ6sAfpmVxLv,BRL,60,2020-02-28,Failed,2019-10-09,0011Y00002saJD9,0031Y00005ozGoe,0061Y00000pfPe2,a0D1Y0000127nD0
160,Supporter Care - 2018 - Recapture Soft - Fevereiro 1,card_qrWQad5CZZSKzN42,cus_L3VlGnrqTEcrGYgP,BRL,23,2020-02-28,Failed,2019-10-09,001i000000JFdf7,003i000000EOQ9f,0061Y00000pfPGH,a0D1Y00000wBdoj
161,Direct Dialogue - 2018 - Street - Rio - May,card_aARqZ6pcm3HnqYX4,cus_WMb4nOYuQXcboaeA,BRL,15,2020-02-28,Failed,2019-10-09,0011Y00002WAcpy,0031Y00005BDWZ5,0061Y00000pfPfG,a0D1Y00000xU61Q
162,Direct Dialogue - 2019 - Street - Rio - October,card_Xd56kEQizju4oj9x,cus_163pORSMotwy0DBb,BRL,40,2020-02-28,Failed,2019-10-28,0011Y00002v0eNK,0031Y00005skICk,0061Y00000ps4Md,a0D1Y000012stDM
163,Direct Dialogue - 2019 - Travel Team SP - August,card_Oz4kYMYf0DiADkXZ,cus_AXeJGd1cb5hQN3QO,BRL,50,2020-02-28,Failed,2019-10-09,0011Y00002sYjVz,0031Y00005ox8Bw,0061Y00000pfPKt,a0D1Y00001263M1
164,Telephone - 2019 - Orgânicos - Abelhas - Flex - Julho,card_J1MLqwBIlt8lRbDZ,cus_mezx6oCophqBdXOQ,BRL,25,2020-02-28,Failed,2019-10-09,0011Y00002qt62m,0031Y00005naxWM,0061Y00000pfPgw,a0D1Y000010Ayn6
