,Campaign,Regular Giving: Card Id Mundipagg,Regular Giving: Customer Id Mundipagg,Amount Currency,Amount,Close Date,Stage,Created Date,Account ID,One-2-One Object Id,Opportunity & Gift ID,Regular Giving: Record ID
165,Direct Dialogue - 2019 - Travel Team SP - October,card_nm7vMLGfVAsX0qxo,cus_MyKndACV8im6lv8V,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHJuT,0031Y00005qovBm,0061Y00000pfOrd,a0D1Y0000129NiY
166,Telephone - 2019 - Orgânicos - Oceanos - Uranet - Outubro,card_WZ2MLVN1u6fdLBEv,cus_85P0d7kTKfGdNkal,BRL,60,2020-02-28,Failed,2019-10-09,0011Y00002uHIW1,0031Y00005qotfC,0061Y00000pfNiE,a0D1Y0000129N6e
167,Direct Dialogue - 2019 - Travel Team SP - October,card_7m6GkgphD2ukG5a1,cus_oqJ0oGcmAFk90Y6v,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHIVu,0031Y00005qotf6,0061Y00000pfNgp,a0D1Y0000129N6U
168,Direct Dialogue - 2019 - Street - Rio - September,card_gbxAvW6SW3TM2Oqj,cus_QOPnXVa4SDSwEGlK,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbEGl,0031Y00005p0UEr,0061Y00000pfPF8,a0D1Y0000127nvq
169,Direct Dialogue - 2019 - Travel Team SP - September,card_AZdOBQbURTOa42gD,cus_4N8rlPKf1bI4jr2Y,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002sbFs5,0031Y00005p0WI3,0061Y00000pfPFd,a0D1Y0000127oak
170,Telephone - 2018 - Ficha - Corais - Flex,card_xYL52w5UdCAL6vpn,cus_xPLR1jmULvs7rG86,BRL,27,2020-02-28,Failed,2019-10-08,0011Y00002Rgiks,0031Y00004vtkb6,0061Y00000pfLYN,a0D1Y00000wBAgc
171,Telephone - 2019 - Filiados - Oceanos - Flex - Maio,card_XrDVv5AIPfovMaqj,cus_bAzp6orcpTQZMVOJ,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002pdD03,0031Y00005jZm62,0061Y00000pfPOY,a0D1Y00000zV2bB
172,Direct Dialogue - 2019 - Street - Rio - October,card_xeraV7DtEiN9gdDy,cus_ZJQqQngTdPUZP69a,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002uHIYE,0031Y00005qothj,0061Y00000pfNmh,a0D1Y0000129N7h
173,Direct Dialogue - 2019 - Street - Rio - July,card_OyMDBpJs0OH6klZd,cus_jwgY8ni9XSPbkX9z,BRL,40,2020-02-28,Failed,2019-10-09,0011Y00002qtE7k,0031Y00005nbnUz,0061Y00000pfPdh,a0D1Y000010B3RJ
174,Direct Dialogue - 2019 - Travel Team SP - October,card_Z3a5KV3iYXiBjAvK,cus_r4JXn67iqSRkPajv,BRL,40,2020-02-28,Failed,2019-10-10,0011Y00002uHPFi,0031Y00005qp0hT,0061Y00000pfRfN,a0D1Y0000129QSl
175,Telephone - 2019 - Filiados - Florestas - Flex - Maio,card_6JbvnJ9FQkh0rvmD,cus_LgmAYYBtou0VA5Na,BRL,25,2020-02-28,Failed,2019-10-09,0011Y00002pdBY3,0031Y00005jZkSo,0061Y00000pfPHi,a0D1Y00000zV1xp
176,Reactivation - 2019 - Soft - Maio,card_gE7dPBNc6iElLW0R,cus_XmMYG34svTe0QrzA,BRL,40,2020-02-28,Failed,2019-09-18,001i000002C75oX,003i000004Wx4HM,0061Y00000peA2z,a0D1Y00000zVcJU
177,Direct Dialogue - 2019 - Street - São Paulo - June,card_RZJjgdPt4DF5g6nv,cus_XKD3LAPFvxC10ZBd,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002pewrj,0031Y00005lRZvG,0061Y00000peA9u,a0D1Y000010Oxnw
178,Telephone - 2019 - Orgânicos - Florestas - Action - Agosto,card_RmjVXWZC3mt7N7x5,cus_oOGJjW8SmtnREB8r,BRL,30,2020-02-28,Failed,2019-09-18,0011Y00002uEpeR,0031Y00005qmOk9,0061Y00000peAJm,a0D1Y0000128DEE
179,Web - Always On - Sites - Florestas,card_kQmAY7KQs6uJYKp7,cus_gexyp5Kf8XcN5l4E,BRL,35,2020-02-28,Failed,2019-09-18,0011Y00002cPDQL,0031Y00005R2eXP,0061Y00000peATX,a0D1Y00000zUNbG
180,Direct Dialogue - 2019 - Street - Rio - September,card_j01AlnghyYIEKnQP,cus_xmyD5ghJ0irYGpkj,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1z1,0031Y00005qmb4E,0061Y00000peAGu,a0D1Y0000128Iaf
181,Email - Always On - Fundraising - Reefs,card_L37wyAgfrTE3qV4P,cus_a6Pqr1DtVt02zxAj,BRL,50,2020-02-28,Failed,2019-09-17,0011Y00002pg40c,0031Y00005lT7RB,0061Y00000pe6Bp,a0D1Y000010Pduk
182,Direct Dialogue - 2019 - Travel Team SP - September,card_y413kgaiV9SEWQOp,cus_NBgXrbbu4dSYOXvG,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1NE,0031Y00005qmaK0,0061Y00000pe9bC,a0D1Y0000128IIp
183,Telephone - 2019 - Orgânicos - Vale - Action - Julho,card_V6EB7WASMiMGl8JA,cus_E65qrGbCkio3ajKl,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002qtoh1,0031Y00005ncc9c,0061Y00000peAAG,a0D1Y000010BRxY
184,Direct Dialogue - 2018 - Travel Team SP - October,card_VMAJ4V8TPNTGr8Ql,cus_1Pl6ELVHXDheW0Ex,BRL,60,2020-02-28,Failed,2019-09-18,0011Y00002cOGnU,0031Y00005R1g3h,0061Y00000peA65,a0D1Y00000xkga6
185,Direct Dialogue - 2019 - Travel Team SP - January,card_LR3KZmXoh3IP72XY,cus_WwY4Zb9tRs9K4Zrk,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002ioMTc,0031Y00005a6XWG,0061Y00000peAT0,a0D1Y00000yJLxK
186,Direct Dialogue - 2019 - Street - São Paulo - February,card_Z3bLdW7C3KtGXM6A,cus_ZEVX1aUE6iNGXNPL,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002ir1pn,0031Y00005dwfjO,0061Y00000peAKu,a0D1Y00000yL97Y
187,Direct Dialogue - 2019 - Street - São Paulo - September,card_bvwAGjesVghqLayK,cus_0GkdZ5YtGDf5ZOY7,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1MD,0031Y00005qmaJ5,0061Y00000pe9XW,a0D1Y0000128II9
188,Direct Dialogue - 2019 - Street - Rio - September,card_aR9BPa0sB6Sq1X38,cus_oGkp79zckTkxjM1W,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1N1,0031Y00005qmaJx,0061Y00000pe9a5,a0D1Y0000128IIc
189,Direct Dialogue - 2018 - Street - São Paulo - October,card_v6x5WL0hQTLWeBjl,cus_Ql4L5ARfxZf90LOK,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002cOIZl,0031Y00005R1i2R,0061Y00000peA3z,a0D1Y00000xkhOj
190,Direct Dialogue - 2019 - Travel Team SP - March,card_gmzYKlasBeiEznxv,cus_kXjBgyaCmh2g9mAZ,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002lKYet,0031Y00005fKOpn,0061Y00000peAXi,a0D1Y00000zFo8d
191,Direct Dialogue - 2019 - Travel Team SP - April,card_27yj8nBhDSReNXvV,cus_3lmE7yRi9lfaBK8J,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002nEmyT,0031Y00005hpfN7,0061Y00000peA9G,a0D1Y00000zTzzm
192,Direct Dialogue - 2019 - Street - São Paulo - September,card_YqEOXk0F9URv8mZ2,cus_RwLaq0VHrwfJvOEM,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1Me,0031Y00005qmaJV,0061Y00000pe9Z1,a0D1Y0000128IIU
193,Direct Dialogue - 2018 - Street - São Paulo - November,card_jk38WGrCjhNd8mdn,cus_BYmGK0OSmnhYkEev,BRL,40,2020-02-28,Failed,2019-10-05,0011Y00002eGwJd,0031Y00005Vbpwu,0061Y00000pf9AO,a0D1Y00000xv5tX
194,Direct Dialogue - 2019 - Street - Rio - June,card_N8qYzppHPUE3zQ71,cus_voxbWm99couOW1EY,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002pg3F6,0031Y00005lT6ZK,0061Y00000peA2m,a0D1Y000010PdZs
195,Direct Dialogue - 2019 - Street - São Paulo - July,card_prdAKDcgbCDo5nX2,cus_np6goPKI9vT31R52,BRL,40,2020-02-28,Failed,2019-09-17,0011Y00002quDPg,0031Y00005ncdTy,0061Y00000pe6AM,a0D1Y000010BSWS
196,Direct Dialogue - 2019 - Street - São Paulo - September,card_7mvOkE21fQHQg3X5,cus_QZj8vR9SbhOG8EmR,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF0pJ,0031Y00005qmZeo,0061Y00000pe96p,a0D1Y0000128I3x
197,Direct Dialogue - 2019 - Street - São Paulo - April,card_wkPZpwXHYCr0NYDE,cus_B9m8P7Ig6HJkNJ60,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002nEmzc,0031Y00005hpfOQ,0061Y00000peA9P,a0D1Y00000zU00W
198,Direct Dialogue - 2019 - Street - Rio - June,card_Ppk29BZBhYHJ9ozN,cus_BLmReB9u2SVqpw7b,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002pg7R4,0031Y00005lTCOw,0061Y00000peAOA,a0D1Y000010PgV8
199,Direct Dialogue - 2019 - Travel Team SP - September,card_G15r8Yz0i5iG9xN6,cus_DzEPKmJnsqS5lxZy,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1Nk,0031Y00005qmaKl,0061Y00000pe9dQ,a0D1Y0000128IJF
200,Direct Dialogue - 2017 - Street - São Paulo - August,card_BA3x0NGHYvUWjyVo,cus_DjnNPxesYvUzbQeJ,BRL,42,2020-02-28,Failed,2019-09-17,0011Y00002J9WfI,0031Y00004pApqM,0061Y00000pe68e,a0D1Y00000wfw3r
201,Prompted - 2019 - Recapture Soft - Fevereiro,card_46GNWmluNh91emJj,cus_aBl2xB6FZXtAxYZ8,BRL,15,2020-02-28,Failed,2019-10-05,0011Y00002YAzwF,0031Y00005GWcMg,0061Y00000pf930,a0D1Y00000xZNoq
202,Telephone - 2019 - Cyber - Florestas - Flex - Abril,card_0pa280ghjxHXP2gv,cus_LqjBpKlI6AF9nOba,BRL,25,2020-02-28,Failed,2019-09-18,0011Y00002nEhhF,0031Y00005hpYSz,0061Y00000peA8w,a0D1Y00000zTwky
203,Direct Dialogue - 2019 - Street - Rio - September,card_nRZ8Dq4uqFdz4jvY,cus_RLV2xOksQZT6xye8,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1yl,0031Y00005qmb3y,0061Y00000peAFx,a0D1Y0000128IaV
204,Telephone - 2016 - Cyber - Tapajós - Pré Lançamento - TSA,card_DBW95DzFwIegpK80,cus_rkB6YnnSAfRJVMn9,BRL,111,2020-02-28,Failed,2019-09-18,001i000001taDgH,003i000003szDuR,0061Y00000peA5L,a0Di000000qPNzz
205,Direct Dialogue - 2019 - Street - São Paulo - March,card_WwRkpQofRHkWrGKn,cus_W8NawY0cRTvxr94G,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002lKSHC,0031Y00005fKHHm,0061Y00000peA5a,a0D1Y00000zFkIf
206,Telephone - 2019 - Filiados - Florestas - Uranet - Setembro,card_r3qwO3vhRsnzwBPX,cus_4VEZGGEckiM2ZKbg,BRL,60,2020-02-28,Failed,2019-09-18,0011Y00002uF008,0031Y00005qmYgB,0061Y00000pe8Nc,a0D1Y0000128HeH
207,Direct Dialogue - 2019 - Street - São Paulo - April,card_Oaql2KptZdTKx4YV,cus_YLgRO5rrCRhPmavK,BRL,45,2020-02-28,Failed,2019-09-17,0011Y00002nEgMi,0031Y00005hpWvW,0061Y00000pe68p,a0D1Y00000zTwBZ
208,Telephone - 2019 - Filiados - Oceanos - Flex - Maio,card_31PqObquXHAoVQeM,cus_3KdNyyF2xTa9NnlY,BRL,25,2020-02-28,Failed,2019-09-18,0011Y00002pg3zv,0031Y00005lT7Qo,0061Y00000peAR0,a0D1Y000010Pdug
209,Direct Dialogue - 2019 - Travel Team SP - April,card_boBx7y1tDfD87qy1,cus_xQz1orntmVFJMb2G,BRL,40,2020-02-28,Failed,2019-09-17,0011Y00002nEiod,0031Y00005hpZsL,0061Y00000pe691,a0D1Y00000zTxJD
210,Direct Dialogue - 2019 - Street - Rio - September,card_mZKx8zSqVi0NybaG,cus_Bk89MNLceOcEKaVw,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1NY,0031Y00005qmaKU,0061Y00000pe9cU,a0D1Y0000128IJ8
211,Reactivation - 2019 - Hard - Maio,card_JkvYEAapCOtXEVrZ,cus_Wbqgly2F5Tnd5rNn,BRL,50,2020-02-28,Failed,2019-09-17,001i000000JFhvZ,003i000000EOUS8,0061Y00000pe668,a0D1Y00000zVa1V
212,Telephone - 2018 - Cyber - Corais - Flex,card_RVmq5DxhRTJP5Era,cus_b7E1ELJhEHn4RrYW,BRL,22,2020-02-28,Failed,2019-09-18,0011Y00002ZXTSN,0031Y00005JqKAv,0061Y00000peALT,a0D1Y00000xbTSs
213,Direct Dialogue - 2019 - Street - Rio - June,card_X9rm7jAS1uGye8vx,cus_9gnL7VwCGSrpbW4R,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002pg66J,0031Y00005lTAt6,0061Y00000peARi,a0D1Y000010PfwQ
214,Direct Dialogue - 2019 - Street - São Paulo - September,card_LgVWQ6uKrIpOdkaB,cus_130PYX1Sw4IlLN67,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1NT,0031Y00005qmaHp,0061Y00000pe9cF,a0D1Y0000128IJ3
215,Direct Dialogue - 2019 - Street - Rio - June,card_EpkLdZJTjczdl7m5,cus_gmB8LkUkbsq7Zjw4,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002pg9Qp,0031Y00005lTEd7,0061Y00000peADM,a0D1Y000010PhNU
216,Direct Dialogue - 2019 - Travel Team SP - September,card_LP4BbpfYLix1e67r,cus_38zjkYhOdU52nlaV,BRL,40,2020-02-28,Failed,2019-09-18,0011Y00002uF1yr,0031Y00005qmb44,0061Y00000peAGC,a0D1Y0000128Iaa
217,Direct Dialogue - 2017 - Street - São Paulo - December,card_JqYkV5LI5HDD3W06,cus_dPk0O6nsPINxWove,BRL,52,2020-02-28,Failed,2019-09-18,0011Y00002O0FIp,0031Y00004zacz8,0061Y00000peAVR,a0D1Y00000wvBXb
218,Telephone - 2019 - Cyber - Florestas - Flex - Abril,card_LkzP4nGtMlCQ08w6,cus_DlVyO6VCVU7O0Rdw,BRL,25,2020-02-28,Failed,2019-09-17,0011Y00002nEZyf,0031Y00005hpGdL,0061Y00000pe66R,a0D1Y00000zTskz
219,Web - Membership - Trackmob,card_RykaLOpGHpiMZe64,cus_JMLv3No8TzfnmGkB,BRL,35,2020-02-28,Failed,2019-09-18,0011Y00002sZQmM,0031Y00005oy4zD,0061Y00000peA8h,a0D1Y0000126Z2y
220,Telephone - 2018 - Cyber - Antártida - Flex,card_yoA6LKbhgAUWnzWe,cus_XvZqNY1cVsLNaLnK,BRL,72,2020-02-28,Failed,2020-01-09,0011Y00002bnYVR,0031Y00005OKXym,0061Y00000qTn5I,a0D1Y00000xie1w
221,Telephone - 2016 - Cyber - Santuário de Baleias - Flex,card_Dv18XzXUZQiXB9E3,cus_9WjBRwEIrtBXKZLV,BRL,30,2020-02-28,Failed,2020-01-07,0011Y00002cQSkn,0031Y00005VasLH,0061Y00000qTaRt,a0D1Y00000xuTcM
222,Telephone - 2016 - Reativação Anual - 30 meses,card_nLMAyEPs8pCBEAgw,cus_5R76o3ecA4hN61aN,BRL,45,2020-02-28,Failed,2020-01-08,001i000000JFSow,003i000000EOFBD,0061Y00000qTi3D,a0Di000000s6DeW
223,Direct Dialogue - 2018 - Street - São Paulo - January,card_9Mqw72F29tk0rEeP,cus_Nb0kqoFYYTEO9VKx,BRL,42,2020-02-28,Failed,2020-01-09,0011Y00002RgfSH,0031Y00004vti25,0061Y00000qTn71,a0D1Y00000wB9tE
224,Direct Dialogue - 2019 - Street - São Paulo - February,card_m94KOkLbIkSp87RB,cus_l0x95JNFOcjPrZqg,BRL,40,2020-02-28,Failed,2020-01-09,0011Y00002iqmGa,0031Y00005dwRCv,0061Y00000qTn7F,a0D1Y00000yKxX9
225,Direct Dialogue - 2019 - Street - São Paulo - February,card_1MnOeeqSdHarOJqp,cus_NGoWX90cWDSVj48z,BRL,40,2020-02-28,Failed,2020-01-08,0011Y00002iqBQK,0031Y00005dvbSy,0061Y00000qTi2Y,a0D1Y00000yKXWo
226,Telephone - 2019 - Filiados - Abelhas - Flex - Junho,card_G6VDp3bBtRIy0WJK,cus_ZmRK8W4FgyfNoa68,BRL,30,2020-02-28,Failed,2019-09-25,0011Y00002pgxJN,0031Y00005lU8yj,0061Y00000peZWe,a0D1Y000010Px8e
227,Telephone - 2019 - Orgânicos - Oceanos - Action - Junho,card_7jAZREWcBXhmr5wX,cus_p1AYWq2H3Lc95k2B,BRL,30,2020-02-28,Failed,2019-09-25,0011Y00002pgxKL,0031Y00005lU8zi,0061Y00000peZWk,a0D1Y000010Px90
228,Direct Dialogue - 2018 - Venues & InCompany - March,card_Gak3pB39hEUbnZgB,cus_GdWvdRzC7YIKDXk3,BRL,52,2020-02-28,Failed,2020-01-20,0011Y00002Swq9b,0031Y000056wcMD,0061Y00000r2QW5,a0D1Y00000xRMh1
229,Direct Dialogue - 2019 - Travel Team RJ - July,card_Ykd2GN8SLtKKXDRm,cus_3q2Aw54FQ9CZ6yd6,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002sXUS0,0031Y00005ndUrq,0061Y00000r2RQZ,a0D1Y000010BotS
230,Direct Dialogue - 2018 - Venues & InCompany - March,card_zQLMvj2UDs5lMG5J,cus_yDXmkkrSO7T2mJqn,BRL,52,2020-02-28,Failed,2020-01-20,0011Y00002Swspj,0031Y000056we2Z,0061Y00000r2PZ9,a0D1Y00000xRQD4
231,Direct Dialogue - 2019 - Street - São Paulo - July,card_YG1x0yXAF3TVb48W,cus_ZXGVjlkwHYCgxkP3,BRL,40,2020-02-28,Failed,2020-01-19,0011Y00002qtXeS,0031Y00005ncFKl,0061Y00000qUYoI,a0D1Y000010BGKf
232,Web - Always On - Sites - Florestas,card_M7ovjwEt1c29a0Vd,cus_GlgvzVkhKAi1M5d8,BRL,50,2020-02-28,Failed,2020-01-20,0011Y00002sZxWp,0031Y00005oyn9c,0061Y00000r2OVb,a0D1Y0000126xw5
233,Direct Dialogue - 2019 - Street - Rio - June,card_6eEx6mYtJVF7nyvB,cus_jZNWdw6fEGS963zv,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002ph7Ne,0031Y00005lUHjx,0061Y00000qUmpV,a0D1Y000010Q0uB
234,Direct Dialogue - 2019 - Travel Team SP - June,card_dJD9Mp1imH68yxOm,cus_g4QzWWI2qU80z2y6,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002ph7Nl,0031Y00005lUHkO,0061Y00000qUmpb,a0D1Y000010Q0uI
235,Telephone - 2019 - Filiados - Oceanos - Flex - Maio,card_NrvpKxvt1f62ozO4,cus_dzBqZZlCkTVbq45p,BRL,30,2020-02-28,Failed,2020-01-20,0011Y00002pe5Rh,0031Y00005jb5dH,0061Y00000qUmW5,a0D1Y00000zVmw5
236,Direct Dialogue - 2019 - Street - São Paulo - August,card_3RWg6xNtkZU7kmx4,cus_wmqrqQc5nClPrR8A,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002sZvuu,0031Y00005oylOQ,0061Y00000r2OV1,a0D1Y0000126xA0
237,Direct Dialogue - 2019 - Street - Rio - June,card_Jzv5X2kFkUGGx1Po,cus_zNKRXMHPetyOJnxb,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002phB0T,0031Y00005lULtq,0061Y00000r2O6t,a0D1Y000010Q2kz
238,Direct Dialogue - 2019 - Travel Team SP - June,card_X5v35eu6XUNN32EV,cus_KBPmOztV4FX1N2q9,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002ph0Ro,0031Y00005lUCPM,0061Y00000qUmSz,a0D1Y000010PyUA
239,Direct Dialogue - 2019 - Travel Team SP - June,card_xQag5yT3Mh3XgB8Y,cus_de0gzBRTDIRezrKl,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002phB18,0031Y00005lULuT,0061Y00000r2O75,a0D1Y000010Q2lj
240,Direct Dialogue - 2016 - Travel Team - May,card_1ja4mVmcZyIVnlxX,cus_koA3pwJtlt0bYlq6,BRL,41,2020-02-28,Failed,2020-01-20,001i000001rmaKQ,003i000003of5kA,0061Y00000qUmvS,a0Di000000qOFPK
241,Direct Dialogue - 2019 - Travel Team SP - August,card_Mn6o6zfjeuV3o4vl,cus_RNr0J3dfLqT4Ogmw,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002sZx4G,0031Y00005oymck,0061Y00000r2OJh,a0D1Y0000126xhW
242,Direct Dialogue - 2019 - Travel Team SP - August,card_JXmw5nPUpYsX4Pjo,cus_2qnrAkBhQxT9JKkp,BRL,40,2020-02-28,Failed,2020-01-20,0011Y00002sZx4j,0031Y00005oymda,0061Y00000r2OKN,a0D1Y0000126xiM
243,Web - Always On - Sites - P4,card_ypr0445IRvHjO0ze,cus_0MgYJXNuo4t8v2OE,BRL,15,2020-02-28,Failed,2019-09-25,0011Y00002ZYIez,0031Y00005Jqxx8,0061Y00000peZbq,a0D1Y00000xbsZ6
244,Direct Dialogue - 2018 - Street - São Paulo - June,card_adR4A3OFRUaqgmGE,cus_XKrmPnGtYHv2wo4N,BRL,15,2020-02-28,Failed,2019-09-25,0011Y00002YDDz4,0031Y00005GYAM2,0061Y00000peZYd,a0D1Y00000xaG0S
245,Direct Dialogue - 2019 - Street - Rio - June,card_Wq5z310cb4U8jX0a,cus_mXNywEGhA0co6JY1,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002phA9C,0031Y00005lUKvJ,0061Y00000peZVy,a0D1Y000010Q2KW
246,Direct Dialogue - 2019 - Street - Rio - June,card_pZQEnoAcLSrBaWro,cus_zkAjpwSkDHY49nMO,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002pfYC8,0031Y00005lSKAO,0061Y00000pfacN,a0D1Y000010PMGx
247,Email - Always On - Ciberativismo - Florestas,card_jPVzM0xSELtyMryq,cus_0Ol2L50TRkizna6X,BRL,15,2020-02-28,Failed,2019-09-25,0011Y00002cOlnZ,0031Y00005R2Coy,0061Y00000peZI3,a0D1Y00000xtQXc
248,Direct Dialogue - 2019 - Street - Rio - September,card_59YvLKt25URpPoar,cus_A9nja5rCPlFX7jR4,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002uFoLu,0031Y00005qnNNU,0061Y00000peZMd,a0D1Y0000128eel
249,Direct Dialogue - 2019 - Street - Rio - March,card_pvw3Nq7CqCAnOBRm,cus_JVqKmaVbsOUPRwp3,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002nGM4n,0031Y00005gqSWX,0061Y00000peZSL,a0D1Y00000zGcnz
250,Direct Dialogue - 2019 - Street - São Paulo - September,card_X9xA46YSMJSLjPw4,cus_Bl2LQni3zS57aRGo,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002uFlQP,0031Y00005qnK9p,0061Y00000peXTf,a0D1Y0000128dTS
251,Direct Dialogue - 2019 - Travel Team RJ - September,card_WRVrOwhE3f3Yr1oy,cus_40WKq9XF6GcVyKbv,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002uFoLx,0031Y00005qnNNX,0061Y00000peZMm,a0D1Y0000128eeo
252,Direct Dialogue - 2018 - Street - São Paulo - October,card_MP3pWb3SL4IEOrkL,cus_N92VpgDuzTMrDP4e,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002cOsT9,0031Y00005R2Jk0,0061Y00000peZIY,a0D1Y00000xtV3W
253,Direct Dialogue - 2018 - Travel Team SP - April,card_ovrO31yHYAsm17KE,cus_AMj73lJrIMtBvdKy,BRL,52,2020-02-28,Failed,2019-10-11,0011Y00002U8guJ,0031Y00005BAccp,0061Y00000pfafV,a0D1Y00000xSLop
254,Direct Dialogue - 2018 - Street - São Paulo - September,card_AQDB21qhzH9r2kam,cus_JPp0eD2i7Ai0Q4G5,BRL,42,2020-02-28,Failed,2019-09-25,0011Y00002bnqKb,0031Y00005OKrn2,0061Y00000peZJl,a0D1Y00000xinNK
255,Direct Dialogue - 2019 - Street - São Paulo - May,card_a83AEN6TlDi9pjzd,cus_o2dxDYmHOzCNDJkP,BRL,45,2020-02-28,Failed,2019-09-25,0011Y00002peNeD,0031Y00005lQmep,0061Y00000peZOq,a0D1Y00000zVyP6
256,Direct Dialogue - 2019 - Street - São Paulo - April,card_NrzqX6EhDHQmxkGv,cus_or3AvRAmcbse9xye,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002nFKyV,0031Y00005jYNi4,0061Y00000peZHK,a0D1Y00000zUOUc
257,Direct Dialogue - 2019 - Street - Rio - September,card_Ed7oDOvuEF8P0Ogl,cus_lxwDLxDSwcXOLgP2,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002sbV6p,0031Y00005p0jtt,0061Y00000pfagu,a0D1Y0000127vXi
258,Direct Dialogue - 2019 - Travel Team SP - July,card_1BE7zMRupUbEQNp5,cus_5kvYx06ipMF7dYLb,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002qtKXD,0031Y00005nbwxL,0061Y00000pfagH,a0D1Y000010B6vP
259,Direct Dialogue - 2019 - Street - Rio - September,card_M0zm4kVFGxHzv3Rw,cus_jG67EV5cMvF3yRB9,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002sbWMo,0031Y00005p0lHu,0061Y00000pfanH,a0D1Y0000127wEC
260,Direct Dialogue - 2019 - Street - Rio - September,card_g5W26LZFLkSOBxR3,cus_pP0B9V7xSrceYAE7,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002sbWMu,0031Y00005p0lIA,0061Y00000pfanL,a0D1Y0000127wEJ
261,Direct Dialogue - 2019 - Street - São Paulo - September,card_rJPXeAtJbIDDXO2L,cus_YaQZ2j5sYI5ld0NB,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002uFmwN,0031Y00005qnLt6,0061Y00000peYgg,a0D1Y0000128eHH
262,Direct Dialogue - 2019 - Travel Team SP - September,card_je1ZE7PhejhokXmp,cus_Xp8EMN4IzzIdJqok,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002uFlPL,0031Y00005qnK8q,0061Y00000peXRL,a0D1Y0000128dSn
263,Direct Dialogue - 2019 - Street - Rio - September,card_YVnkm2viETKmRJQX,cus_YrZL5J6SZfD5VJmg,BRL,40,2020-02-28,Failed,2019-09-25,0011Y00002uFlPN,0031Y00005qnK8s,0061Y00000peXRR,a0D1Y0000128dSp
264,Direct Dialogue - 2019 - Travel Team SP - September,card_79dpLZvu60s7olKm,cus_LGaRjqPUYqSBwe3y,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002sbTgX,0031Y00005p0iIg,0061Y00000pfage,a0D1Y0000127uoI
265,Direct Dialogue - 2019 - Street - São Paulo - September,card_qv4owK0IxTQ6MXpe,cus_A9kgB40HXWSEYlZL,BRL,40,2020-02-28,Failed,2019-10-11,0011Y00002sbV5P,0031Y00005p0js7,0061Y00000pfahK,a0D1Y0000127vWx
